,"ID","Name","Datatype","Repeatable","Description","Legal Status","Level","Element","eformsNotice","sfNotice","Form type","eforms_xpath","name"
6993,"BT-758","    Change Notice Version Identifier","Identifier","No","The reference to the version of the previous notice that should be changed. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","CH","new term overall",,40,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efbc:ChangedNoticeIdentifier","Change Notice Version Identifier"
6994,"BT-141","    Change Description","Text","No","The description of changes in the notice compared to the original notice.","CH","VII.2.1.1","Nature and extent of the modifications (with indication of possible earlier changes to the contract)",38,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement[not(efbc:ElementNewValue)]/efbc:ElementOldValue;/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement[not(efbc:ElementOldValue)]/efbc:ElementNewValue;/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement[efbc:ElementOldValue]/efbc:ElementNewValue;/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement/cbc:ChangeDescription","Change Description"
6995,"BT-141","    Change Description","Text","No","The description of changes in the notice compared to the original notice.","CH","VII.2.1.1","Nature and extent of the modifications (with indication of possible earlier changes to the contract)",39,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement[not(efbc:ElementNewValue)]/efbc:ElementOldValue;/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement[not(efbc:ElementOldValue)]/efbc:ElementNewValue;/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement[efbc:ElementOldValue]/efbc:ElementNewValue;/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement/cbc:ChangeDescription","Change Description"
6996,"BT-141","    Change Description","Text","No","The description of changes in the notice compared to the original notice.","CH","VII.2.1.1","Nature and extent of the modifications (with indication of possible earlier changes to the contract)",40,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement[not(efbc:ElementNewValue)]/efbc:ElementOldValue;/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement[not(efbc:ElementOldValue)]/efbc:ElementNewValue;/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement[efbc:ElementOldValue]/efbc:ElementNewValue;/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement/cbc:ChangeDescription","Change Description"
6997,"BT-718","    Change Procurement Documents","Indicator","No","The procurement documents have changed.","CH","new term overall",,38,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efbc:ProcurementDocumentsChangeIndicator","Change Procurement Documents"
6998,"BT-718","    Change Procurement Documents","Indicator","No","The procurement documents have changed.","CH","new term overall",,39,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efbc:ProcurementDocumentsChangeIndicator","Change Procurement Documents"
6999,"BT-718","    Change Procurement Documents","Indicator","No","The procurement documents have changed.","CH","new term overall",,40,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efbc:ProcurementDocumentsChangeIndicator","Change Procurement Documents"
7000,"BT-719","    Change Procurement Documents Date","Date","No","The date and time when the procurement documents have changed.","CH","new term overall",,38,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efbc:ProcurementDocumentsChangeDate","Change Procurement Documents Date"
7001,"BT-719","    Change Procurement Documents Date","Date","No","The date and time when the procurement documents have changed.","CH","new term overall",,39,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efbc:ProcurementDocumentsChangeDate","Change Procurement Documents Date"
7002,"BT-719","    Change Procurement Documents Date","Date","No","The date and time when the procurement documents have changed.","CH","new term overall",,40,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efbc:ProcurementDocumentsChangeDate","Change Procurement Documents Date"
7003,"BT-1377","    Rewards Lot Identifier","Identifier","Yes","An identifier of one or more lots. The information in the reward and jury section refers to this lot or these lots.","CM","new term overall",,23,12,"Competition",,
7004,"BT-1377","    Rewards Lot Identifier","Identifier","Yes","An identifier of one or more lots. The information in the reward and jury section refers to this lot or these lots.","CM","new term overall",,24,12,"Competition",,
7005,"BT-644","        Prize Value","Value","No","The value of the prize, if any, for the winner of the design contest.","CM","IV.3.1.2","Number and value of the prize(s) to be awarded",23,12,"Competition","/ContractNotice/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:Prize/cbc:ValueAmount","Value Prize"
7006,"BT-644","        Prize Value","Value","No","The value of the prize, if any, for the winner of the design contest.","CM","IV.3.1.2","Number and value of the prize(s) to be awarded",24,12,"Competition","/ContractNotice/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:Prize/cbc:ValueAmount","Value Prize"
7007,"BT-44","        Prize Rank","Number","No","The place (e.g. first place, second place) in a design contest that receives the prize.","CM","new term overall",,23,12,"Competition","/ContractNotice/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:Prize/cbc:RankCode","Prize Rank"
7008,"BT-44","        Prize Rank","Number","No","The place (e.g. first place, second place) in a design contest that receives the prize.","CM","new term overall",,24,12,"Competition","/ContractNotice/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:Prize/cbc:RankCode","Prize Rank"
7009,"BT-41","    Following Contract","Indicator","No","Any service contract following the contest will be awarded to one of the winners of the contest.","M","IV.3.2","Details of payments to all participants",23,12,"Competition","/ContractNotice/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cbc:FollowupContractIndicator","Following Contract"
7010,"BT-41","    Following Contract","Indicator","No","Any service contract following the contest will be awarded to one of the winners of the contest.","M","IV.3.2","Details of payments to all participants",24,12,"Competition","/ContractNotice/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cbc:FollowupContractIndicator","Following Contract"
7011,"BT-45","    Rewards Other","Text","No","Further information about follow-up contracts, prizes and payments (for example non-monetary prizes, payments given for participation).","O","IV.3.3.1","Any service contract following the contest will be awarded to the winner or winners of the contest",23,12,"Competition","/ContractNotice/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:Prize/cbc:Description","Rewards Other"
7012,"BT-45","    Rewards Other","Text","No","Further information about follow-up contracts, prizes and payments (for example non-monetary prizes, payments given for participation).","O","IV.3.3.1","Any service contract following the contest will be awarded to the winner or winners of the contest",24,12,"Competition","/ContractNotice/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:Prize/cbc:Description","Rewards Other"
