Label,Set,Comment,EN,FR,DE,BG,CS,DA,EL,ES,ET,FI,GA,HR,HU,IT,LT,LV,MT,NL,PL,PT,RO,SK,SL,SV,bb,cc,dd
proctype_negotiations_involved,,,Procedure involving negotiations,Procédure impliquant des négociations,"Verfahren, das Verhandlungen einschließt","Процедура, която включва договаряне",Řízení zahrnující jednání,Udbud med forhandling,Διαδικασία στην οποία διεξάγονται διαπραγματεύσεις,Procedimiento que comporta negociaciones,Läbirääkimistega menetlus,"Menettely, johon liittyy neuvotteluja",Nós imeachta lena mbaineann idirbheartaíochtaí,Postupak koji obuhvaća pregovore,Tárgyalásokat is magában foglaló eljárás,Procedura che comporta negoziazioni,Procedūra su derybomis,"Procedūra, kas ietver sarunas",Proċedura li tinvolvi negozjati,Procedure met onderhandelingen,Procedura negocjacyjna,Procedimento que envolve negociações,Procedură care implică negocieri,Konanie s rokovaním,"Postopek, ki vključuje pogajanja",Förfaranden som innefattar förhandling,,,
proctype_open,,,Open procedure,Procédure ouverte,Offenes Verfahren,Открита процедура,Otevřené řízení,Offentligt udbud,Ανοικτή διαδικασία,Procedimiento abierto,Avatud menetlus,Avoin menettely,Nós imeachta oscailte,Otvoreni postupak,Nyílt eljárás,Procedura aperta,Atviras konkursas,Atklāta procedūra,Proċedura miftuħa,Openbare procedure,Procedura otwarta,Concurso aberto,Procedură deschisă,Verejná súťaž,Odprti postopek,Öppet förfarande,,,
proctype_restricted,,,Restricted procedure,Procédure restreinte,Nichtoffenes Verfahren,Ограничена процедура,Užší řízení,Begrænset udbud,Κλειστή διαδικασία,Procedimiento restringido,Piiratud menetlus,Rajoitettu menettely,Nós imeachta teoranta,Ograničeni postupak,Meghívásos eljárás,Procedura ristretta,Ribotas konkursas,Slēgta procedūra,Proċedura ristretta,Niet-openbare procedure,Procedura ograniczona,Concurso limitado,Procedură restrânsă,Užšia súťaž,Omejeni postopek,Selektivt förfarande,,,
proctype_with_concess_notice,,,Award procedure with prior publication of a concession notice,Procédure d'attribution avec publication préalable d'un avis de concession,Vergabeverfahren mit vorheriger Veröffentlichung einer Konzessionsbekanntmachung,Процедура по възлагане с предварително публикуване на обявление за концесия,Koncesní řízení s předchozím zveřejněním oznámení o zahájení koncesního řízení,Tildelingsprocedure med forudgående offentliggørelse af en koncessionsbekendtgørelse,Διαδικασία ανάθεσης με προηγούμενη δημοσίευση προκήρυξης σύμβασης παραχώρησης,Procedimiento de adjudicación con publicación previa de un anuncio de concesión,Kontsessiooni andmise menetlus kontsessiooniteate eelneva avaldamisega,"Sopimuksentekomenettely, johon liittyy ennakkoon julkaistu käyttöoikeussopimusta koskeva ilmoitus",Nós imeachta dámhachtana le fógra lamháltais a fhoilsiú roimh ré,Postupak dodjele s prethodnom objavom obavijesti o koncesiji,Odaítélési eljárás koncessziós hirdetmény előzetes közzétételével,Procedura di aggiudicazione con previa pubblicazione di bando di concessione,Suteikimo procedūra su išankstiniu koncesijos skelbimu,Līguma slēgšanas tiesību piešķiršanas procedūra ar paziņojuma par koncesiju iepriekšēju publicēšanu,Proċedura ta' għoti bil-pubblikazzjoni minn qabel ta' avviż ta' konċessjoni,Gunningsprocedure met voorafgaande bekendmaking van een concessieaankondiging,Procedura udzielenia bez uprzedniej publikacji ogłoszenia o koncesji,Procedimento de adjudicação com publicação prévia de um anúncio de concessão,Procedură de atribuire cu publicarea prealabilă a unui anunţ de concesionare,Pridelenie verejného obstarávania s predbežným uverejnením oznámenia o koncesii,Postopek podelitve po predhodni objavi obvestila o koncesiji,Tilldelningsförfarande med föregående offentliggörande av ett koncessionsmeddelande,,,
proportion,,,Proportion,Proportion,Anteil,Дял,Poměrná část,Andel,Ποσοστό,Porcentaje,Osa,Osuus,Cion,Dio,Arány,Percentuale,Dalis,Proporcija,Proporzjon,Deel,Procentowa część,Proporção,Procent,Podiel,Delež,Andel,,,
pub_previous,,,Previous publication concerning this procedure,Publication antérieure relative à la présente procédure,Frühere Bekanntmachung zu diesem Verfahren,Предишна публикация относно тази процедура,Předchozí zveřejnění týkající se tohoto řízení,Tidligere offentliggørelse om samme kontrakt,Προηγούμενη δημοσίευση σχετικά με την εν λόγω διαδικασία,Publicación anterior referente al presente procedimiento,Käesoleva menetluse kohta varem avaldatud teade,Samaa menettelyä koskeva aiempi julkaisu,Foilseachán roimhe seo maidir leis an nós imeachta seo,Prethodna objava povezana s ovim postupkom,Az adott eljárásra vonatkozó korábbi közzététel,Pubblicazione precedente relativa alla stessa procedura,Ankstesnis skelbimas apie šią procedūrą,Iepriekšēja publikācija par šo pašu procedūru,Pubblikazzjoni preċedenti dwar din il-proċedura,Eerdere bekendmaking betreffende deze procedure,Poprzednia publikacja dotycząca przedmiotowego postępowania,Publicação anterior referente ao presente concurso,Publicare anterioară privind această procedură,Predchádzajúce uverejnenie týkajúce sa tohto obstarávacieho konania,Prejšnja objava v zvezi s tem postopkom,Tidigare offentliggörande angående detta förfarande,,,
public_service_obligations,MOVE,,Public service obligations,Obligations de service public,Gemeinwirtschaftliche Verpflichtungen,"Задължения, свързани с общесвената услуга",Závazky veřejné služby,Offentlige serviceforpligtelser,Υποχρεώσεις παροχής δημόσιας υπηρεσίας,Obligaciones de servicio público,Avaliku teenindamise kohustused,Julkisia palveluja koskevat velvoitteet,Oibleagáidí Seirbhíse Poiblí,Obveze javnih usluga,Közszolgáltatási kötelezettségek,Obblighi di servizio pubblico,Įsipareigojimai teikti viešąsias paslaugas,Sabiedrisko pakalpojumu sniegšanas saistības,L-Obbligi ta' Servizz Pubbliku,Openbaredienstverplichtingen,Zobowiązania do świadczenia usług publicznych,Obrigações de Serviço Público,Obligaţii de serviciu public,Záväzky vyplývajúce zo služieb vo verejnom záujme,Obveznosti javne službe,Skyldigheter avseende offentliga tjänster,,,
purchase_on_behalf_ca,MOVE,,The competent authority is purchasing on behalf of other competent authorities,L'autorité compétente agit pour le compte d'autres autorités compétentes,Die zuständige Behörde beschafft im Auftrag anderer zuständiger Behörden.,Компетентният орган извършва покупка от името на други компетентни органи,Příslušný orgán nakupuje jménem dalších příslušných orgánů,Den kompetente myndighed indkøber på andre kompetente myndigheders vegne,Η αρμόδια αρχή προβαίνει στην αγορά εκ μέρους άλλων αρμοδίων αρχών,La autoridad competente realiza su adquisición en nombre de otras autoridades competentes,Pädev asutus ostab muude pädevate asutuste nimel,Toimivaltainen viranomainen tekee hankintoja muiden toimivaltaisten viranomaisten puolesta,Tá an t-údarás inniúil ag ceannach ar son údaráis inniúla eile,Nadležno tijelo kupuje u ime drugih nadležnih tijela,Az illetékes hatóság más illetékes hatóságok nevében végzi a beszerzést,L'autorità competente acquista per conto di altre autorità competenti,Kompetentinga institucija perka kitų kompetentingų institucijų vardu,Kompetentā iestāde iepērk citu kompetento iestāžu vārdā,L-awtorità kompetenti qiegħda tixtri f'isem awtoritajiet kompetenti oħrajn,De bevoegde instantie koopt aan namens andere bevoegde instanties,Właściwy organ dokonuje zakupu w imieniu innych właściwych organów,A autoridade competente procede à aquisição por conta de outras autoridades competentes,Autoritatea competentă acţionează în numele altor autorităţi competente,Príslušný orgán nakupuje v mene iných príslušných orgánov,Pristojni organ izvaja postopek v imenu drugih pristojnih organov,Den behöriga myndigheten gör inköp på uppdrag av andra behöriga myndigheter,,,
qs_conditions_qualify,,,Conditions to be fulfilled by economic operators in view of their qualification,Conditions que doivent remplir les opérateurs économiques en vue de leur qualification,"Anforderungen, die die Wirtschaftsteilnehmer im Hinblick auf ihre Qualifikation erfüllen müssen","Условия, които трябва да бъдат изпълнени от икономическите оператори с оглед на тяхното квалифициране","Podmínky, které musí dodavatelé splnit, aby se kvalifikovali","Betingelser, som de økonomiske aktører skal opfylde for at få adgang til ordningen",Όροι που πρέπει να πληρούν οι οικονομικοί φορείς για την προεπιλογή τους,Condiciones que deben cumplir los operadores económicos con vistas a su clasificación,"Kvalifitseerimise tingimused, mida pakkujad peavad täitma","Kelpuuttamisehdot, jotka taloudellisten toimijoiden on täytettävä",Coinníollacha le comhlíonadh ag oibreoirí eacnamaíocha ag féachaint dá gcáilíocht,Uvjeti koje gospodarski subjekti moraju ispuniti da bi se kvalificirali,Az előminősítési szempontok,Condizioni che gli operatori economici devono soddisfare per la qualificazione,"Kvalifikacijos vertinimo sąlygos, kurias turi atitikti ekonominės veiklos vykdytojai","Nosacījumi, kas ekonomikas dalībniekiem ir jāizpilda, lai kvalificētos",Kundizzjonijiet li jridu jiġu ssodisfati mill-operaturi ekonomiċi fid-dawl tal-kwalifiki tagħhom,Voorwaarden waaraan de ondernemingen voor hun erkenning moeten voldoen,"Kryteria kwalifikacji, które musza spełniać wykonawcy",Condições a preencher pelos operadores económicos com vista à sua qualificação,Condiții pe care trebuie să le îndeplinească operatorii economici în vederea calificării lor,"Podmienky, ktoré musia hospodárske subjekty spĺňať, aby sa kvalifikovali","Pogoji glede usposobljenosti, ki jih morajo izpolnjevati gospodarski subjekti",Kvalificeringsvillkor som de ekonomiska aktörerna ska uppfylla,,,
qs_duration,,,Duration of the qualification system,Durée du système de qualification,Dauer der Gültigkeit des Qualifizierungssystems,Срок на действие на квалификационната система,Doba trvání systému kvalifikace,Kvalifikationsordningens varighed,Διάρκεια ισχύος του συστήματος προεπιλογής,Duración del sistema de clasificación,Kvalifitseerimissüsteemi kestus,Kelpuuttamisjärjestelmän voimassaoloaika,Fad an chórais cáiliúcháin,Trajanje kvalifikacijskog sustava,Az előminősítési rendszer időtartama,Durata del sistema di qualificazione,Kvalifikacijos vertinimo sistemos taikymo trukmė,Kvalifikācijas sistēmas darbības laiks,Tul ta' żmien tas-sistema tal-kwalifikazzjoni,Duur van de erkenningsregeling,Okres obowiązywania systemu kwalifikowania,Duração do sistema de qualificação,Durata sistemului de calificare,Dĺžka trvania kvalifikačného systému,Trajanje kvalifikacijskega sistema,Kvalificeringssystemets giltighetstid,,,
qs_duration_indefinite,,,Indefinite duration,Durée indéterminée,Unbestimmte Dauer,Неограничен срок на действие ,Neomezené trvání,Ubegrænset varighed,Απεριόριστη διάρκεια,Duración indeterminada,Määramata tähtaeg,Määrittämätön,Fad éiginnte,Neograničeno trajanje,Határozatlan időtartam,Durata indeterminata,Neribota trukmė,Nenoteikts ilgums,Tul ta' żmien indefinit,Onbepaalde duur,Czas nieokreślony,Duração indeterminada,Durată nedeterminată,Časovo neobmedzené trvanie,Nedoločeno trajanje,Ingen tidsbegränsning,,,
qs_formalities_renewal,,,Formalities necessary for evaluating if requirements are met,Formalités nécessaires pour évaluer si les exigences sont remplies,"Formalitäten, die erforderlich sind, um die Einhaltung der Auflagen zu überprüfen",Необходими формалности за оценяване дали са спазени изискванията,"Uveďte doklady nezbytné pro posouzení, zda byly požadavky splněny","Formaliteter, som er nødvendige for at vurdere, om kravene er opfyldt",Αναγκαίες διατυπώσεις για να κριθεί εάν πληρούνται οι προϋποθέσεις,Trámites necesarios para evaluar si se cumplen los requisitos,Nõuete täitmise hindamise tingimused,Vaatimusten täyttymisen arviointiin liittyvät muodollisuudet,Foirmiúlachtaí atá riachtanach le measúnú a dhéanamh an bhfuil na riachtanais á gcomhlíonadh,Formalnosti potrebne za ocjenjivanje ispunjavanja zahtjeva,A meghosszabbításra vonatkozó követelmények,Formalità necessarie per valutare la conformità ai requisiti,"Formalumai, reikalingi vertinant, ar reikalavimai įvykdyti","Nepieciešamās formalitātes, lai izvērtētu, vai prasības ir izpildītas",Formalitajiet meħtieġa sabiex jiġi evalwat jekk ir-rekwiżiti ġewx sodisfatti,Formaliteiten om na te gaan of aan de vereisten is voldaan,Formalności konieczne do dokonania oceny spełniania wymogów,Formalidades necessárias para verificar o cumprimento dos requisitos,Formalităţi necesare pentru a evalua dacă cerinţele au fost îndeplinite,Formálne náležitosti nevyhnutné na vyhodnotenie splnenia požiadaviek,"Formalnosti, potrebne za ocenjevanje izpolnjevanja zahtev",Formella förfaranden som är nödvändiga för bedömning av om kraven är uppfyllda,,,
